fund,category,proposal,overall_score,votes_cast,yes,no,result,meets_approval_threshold,requested,status,reason_for_not_funded_status,challenge,unnamed:_6,unnamed:_4,unnamed:_2,fund_depletion,requested_$,unnamed:_1,unnamed:_3,reason_for_not_approved_status,requested_ada,abstain,unnamed:_5,fund_size:,approve
Fund7,"Grow Latin America, Grow Cardan",Latam Community DID Research,4.11,129,41329002,18054775,23274227,YES,,NOT FUNDED,Over Budget,,,,,225,30300,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",cardway.finance - A payment gateway,4,170,40386235,17771005,22615230,YES,,NOT FUNDED,Over Budget,,,,,225,146872,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Cardano Dev Português Brazil,4.25,161,44610157,22242107,22368050,YES,,NOT FUNDED,Over Budget,,,,,225,21500,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",ATALA Prism in Chaco,3.67,138,36386215,14944128,21442087,YES,,NOT FUNDED,Over Budget,,,,,225,24000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Documental Vamos a cambiar el Mundo,3.89,199,36844361,19181872,17662489,YES,,NOT FUNDED,Over Budget,,,,,225,70000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",CardAgro - a Marketplace for Agro,4,136,30106534,17906632,12199902,YES,,NOT FUNDED,Over Budget,,,,,225,69000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",STEM TERRITORY – Online Courses,4.21,143,33107224,22522365,10584859,YES,,NOT FUNDED,Over Budget,,,,,225,16000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Meetup Northeast Argentina 2022,3.89,127,31312710,21280529,10032181,YES,,NOT FUNDED,Over Budget,,,,,225,9500,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Test DAO at Latam Public Spaces,4.08,120,28370420,22929252,5441168,YES,,NOT FUNDED,Over Budget,,,,,225,24000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",🔰 dVote - LATAM 🔰 AtalaPRISM,3.2,148,25272942,20949797,4323145,YES,,NOT FUNDED,Over Budget,,,,,225,98489,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",LovelaceAcademy translation Spanish,2.33,131,20112421,17836432,2275989,NO,,NOT FUNDED,Approval Threshold,,,,,225,7500,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan","Token issuance, backed by land",3.71,138,26469336,28162822,-1693486,NO,,NOT FUNDED,Approval Threshold,,,,,225,185000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Cardano Community Development,1.93,136,20608133,22410476,-1802343,NO,,NOT FUNDED,Approval Threshold,,,,,225,50000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan","Peace Blockchain Study, Colombia",3.28,106,15775502,18757996,-2982494,NO,,NOT FUNDED,Approval Threshold,,,,,225,7000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Living Waters Costa Rica,2.87,117,16179603,19174543,-2994940,NO,,NOT FUNDED,Approval Threshold,,,,,225,10000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Democratising Blockchain in Latam,2.67,116,16674719,19819013,-3144294,NO,,NOT FUNDED,Approval Threshold,,,,,225,50000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Decentralized Music Platform LatAm,2.67,117,15844399,20454490,-4610091,NO,,NOT FUNDED,Approval Threshold,,,,,225,30000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Demystify Blockchain in LATAM,2.19,115,17244167,22123703,-4879536,NO,,NOT FUNDED,Approval Threshold,,,,,225,20000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Lovelace translation Portuguese,3.08,148,18382890,23857127,-5474237,NO,,NOT FUNDED,Approval Threshold,,,,,225,7500,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",SOIL: Regional education,2.33,110,15473412,21179738,-5706326,NO,,NOT FUNDED,Approval Threshold,,,,,225,42,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan","Clean water, raise awareness.",2.22,122,16642348,22763579,-6121231,NO,,NOT FUNDED,Approval Threshold,,,,,225,58413,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",NFT MARKETPLACE LATIN AMERICA,2.2,111,15248102,21926121,-6678019,NO,,NOT FUNDED,Approval Threshold,,,,,225,25000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Nourish LATAM: Spirulina & Cardano,2.1,113,14841985,22414535,-7572550,NO,,NOT FUNDED,Approval Threshold,,,,,225,50000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Real Estate Dao,1.61,126,15747924,23909837,-8161913,NO,,NOT FUNDED,Approval Threshold,,,,,225,90000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Building a relevant community,1.53,120,15215765,23593271,-8377506,NO,,NOT FUNDED,Approval Threshold,,,,,225,50000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Influencers as Ambassadors Brazil,1.38,127,14917737,23296983,-8379246,NO,,NOT FUNDED,Approval Threshold,,,,,225,12000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Latin American artists,1.9,119,15040054,24380187,-9340133,NO,,NOT FUNDED,Approval Threshold,,,,,225,50000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Technical school for Latin America,3.28,121,16278050,25765118,-9487068,NO,,NOT FUNDED,Approval Threshold,,,,,225,7500,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Marketplace P2P,1.25,149,15458415,26287918,-10829503,NO,,NOT FUNDED,Approval Threshold,,,,,225,300000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Grow the avocado producer,1.27,138,14484145,25382215,-10898070,NO,,NOT FUNDED,Approval Threshold,,,,,225,100000,,,,,,,,
Fund7,"Grow Latin America, Grow Cardan",Blockchain Latam Ecosystem Mapping,3.17,114,15895094,27378965,-11483871,NO,,NOT FUNDED,Approval Threshold,,,,,225,30000,,,,,,,,
Fund7,Improve and Grow Auditability,DAO-NET: Auditor DAO,4.89,540,123247980,1769307,121478673,YES,,FUNDED,,,,,,81000,19000,,,,,,,,
Fund7,Improve and Grow Auditability,Community Governance Oversight,4.6,301,106897295,1457504,105439791,YES,,FUNDED,,,,,,61900,19100,,,,,,,,
Fund7,Improve and Grow Auditability,Progress and KPI reporting tool,4.67,386,89440334,1188175,88252159,YES,,FUNDED,,,,,,45800,16100,,,,,,,,
Fund7,Improve and Grow Auditability,Impact Measurements Tool - research,4.6,276,80655537,3413220,77242317,YES,,FUNDED,,,,,,39800,6000,,,,,,,,
Fund7,Improve and Grow Auditability,2MIN REVIEW Integrated Platform,3.8,161,75794600,3637313,72157287,YES,,FUNDED,,,,,,27502,12298,,,,,,,,
Fund7,Improve and Grow Auditability,A portal to audit and release funds,3.77,172,72708443,2198144,70510299,YES,,FUNDED,,,,,,18502,9000,,,,,,,,
Fund7,Improve and Grow Auditability,Catalyst Audit Circle,4.5,276,67964646,1382596,66582050,YES,,FUNDED,,,,,,5802,12700,,,,,,,,
Fund7,Improve and Grow Auditability,Translation for Proposal API DATA,3,110,35990947,7496685,28494262,YES,,FUNDED,,,,,,2327,3475,,,,,,,,
Fund7,Improve and Grow Auditability,₳GOV: Funded Proposer Experience,3.67,135,33451060,13584858,19866202,YES,,NOT FUNDED,Over Budget,,,,,2327,15000,,,,,,,,
Fund7,Improve and Grow Auditability,Auditability through film and media,3.5,119,26645810,18739777,7906033,YES,,NOT FUNDED,Over Budget,,,,,2327,9000,,,,,,,,
Fund7,Improve and Grow Auditability,Project Audits by Challenge Teams,3.61,137,23195808,17796301,5399507,YES,,NOT FUNDED,Over Budget,,,,,2327,45000,,,,,,,,
Fund7,Improve and Grow Auditability,Financial Audit Taskforce,2.73,115,19513694,21950380,-2436686,NO,,NOT FUNDED,Approval Threshold,,,,,2327,25000,,,,,,,,
Fund7,Improve and Grow Auditability,Game development update podcast,3.42,110,17054967,21134093,-4079126,NO,,NOT FUNDED,Approval Threshold,,,,,2327,4500,,,,,,,,
Fund7,Improve and Grow Auditability,Elevated Project Management Process,2.33,95,15067177,20549664,-5482487,NO,,NOT FUNDED,Approval Threshold,,,,,2327,12000,,,,,,,,
Fund7,Improve and Grow Auditability,SOIL: Auditable E-Commerce,1.67,102,16979811,23536557,-6556746,NO,,NOT FUNDED,Approval Threshold,,,,,2327,42,,,,,,,,
Fund7,Improve and Grow Auditability,Schedule Standard Audit Template,1.28,108,17442081,26131878,-8689797,NO,,NOT FUNDED,Approval Threshold,,,,,2327,5000,,,,,,,,
Fund7,Lobbying for favorable legislat,Survey+Lobbying of Japanese Law,4.48,668,242837633,4324222,238513411,YES,,FUNDED,,,,,,72000,3000,,,,,,,,
Fund7,Lobbying for favorable legislat,DAO-NET: Legal Defense DAO,4.78,1190,185973774,7022171,178951603,YES,,FUNDED,,,,,,47000,25000,,,,,,,,
Fund7,Lobbying for favorable legislat,Examine PoS-Advantages of Cardano,4.92,1486,190430875,12904681,177526194,YES,,FUNDED,,,,,,39500,7500,,,,,,,,
Fund7,Lobbying for favorable legislat,Influencing Policy for Adoption,4.78,1336,170871113,15260329,155610784,YES,,FUNDED,,,,,,25500,14000,,,,,,,,
Fund7,Lobbying for favorable legislat,Colombian Congress Cardano,4.39,479,126426982,4706993,121719989,YES,,FUNDED,,,,,,21000,4500,,,,,,,,
Fund7,Lobbying for favorable legislat,Transforming Regulatory Risks,4.61,678,115186197,14916310,100269887,YES,,FUNDED,,,,,,13500,7500,,,,,,,,
Fund7,Lobbying for favorable legislat,Crypto4Europe advocacy in Brussels,4,788,98783855,15499742,83284113,YES,,NOT FUNDED,Over Budget,,,,,13500,29850,,,,,,,,
Fund7,Lobbying for favorable legislat,Crypto regulations in India,3.44,319,69273469,8127834,61145635,YES,,FUNDED,,,,,,4500,9000,,,,,,,,
Fund7,Lobbying for favorable legislat,Network of policy advocates,4,386,72605933,14968072,57637861,YES,,NOT FUNDED,Over Budget,,,,,4500,9700,,,,,,,,
Fund7,Lobbying for favorable legislat,The Immutable Research Institute,3.81,409,66505100,26278040,40227060,YES,,NOT FUNDED,Over Budget,,,,,4500,15000,,,,,,,,
Fund7,Lobbying for favorable legislat,Friends of Cardano (US Chapter),3.78,370,52662554,19003149,33659405,YES,,NOT FUNDED,Over Budget,,,,,4500,12750,,,,,,,,
Fund7,Lobbying for favorable legislat,Legal Framework for ICOs in US,3.76,389,51444648,28145846,23298802,YES,,NOT FUNDED,Over Budget,,,,,4500,35000,,,,,,,,
Fund7,Lobbying for favorable legislat,Study and Pilot in Colombia,3.67,276,40137061,19022659,21114402,YES,,NOT FUNDED,Over Budget,,,,,4500,5000,,,,,,,,
Fund7,Lobbying for favorable legislat,Focus on MiCA regulation in the EU,3.67,339,41073008,28589074,12483934,YES,,NOT FUNDED,Over Budget,,,,,4500,35000,,,,,,,,
Fund7,Lobbying for favorable legislat,SOIL: E-Commerce legal templates,2,258,23720876,26025684,-2304808,NO,,NOT FUNDED,Approval Threshold,,,,,4500,42,,,,,,,,
Fund7,Lobbying for favorable legislat,United States Of Crypto,3.33,359,29895968,33477834,-3581866,NO,,NOT FUNDED,Approval Threshold,,,,,4500,20000,,,,,,,,
Fund7,Lobbying for favorable legislat,Lobby Ethiopia,3.24,286,24811277,31876696,-7065419,NO,,NOT FUNDED,Approval Threshold,,,,,4500,30000,,,,,,,,
Fund7,Lobbying for favorable legislat,Multilingual Communication Centre,1.71,302,19235925,34241032,-15005107,NO,,NOT FUNDED,Approval Threshold,,,,,4500,20000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Ada payment link generator,4.6,529,109466101,12370938,97095163,YES,,FUNDED,,,,,,190000,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,CardaBot: telegram bot with tipping,4.21,207,94980369,2070922,92909447,YES,,FUNDED,,,,,,180000,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Ada Donation Widget,4.42,285,87684778,3025214,84659564,YES,,FUNDED,,,,,,170000,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Revenue Share Token Smart Contract,4.17,204,79598756,3158807,76439949,YES,,FUNDED,,,,,,160000,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,1st universal E-learning connector,4.33,183,78339375,3740072,74599303,YES,,FUNDED,,,,,,150001,9999,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Loyalty Tokens for Businesses,3.67,147,67278200,3518798,63759402,YES,,FUNDED,,,,,,140201,9800,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Tales In The Blocks|Collab-writing,4.21,150,61747111,3601739,58145372,YES,,FUNDED,,,,,,130241,9960,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Small Change Wallet,4.44,232,63853427,11189195,52664232,YES,,FUNDED,,,,,,121241,9000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Endubis Messenger Wallet,3.08,97,41177797,9782028,31395769,YES,,FUNDED,,,,,,113241,8000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Rarety - SC based NFT drop platform,3.93,139,36779820,16138330,20641490,YES,,FUNDED,,,,,,103241,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,3D Design and Print NFT Spacecoins,3.92,130,37138927,16953773,20185154,YES,,FUNDED,,,,,,93241,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,A Community Vesting Dapp,3.11,106,29201344,19810993,9390351,YES,,FUNDED,,,,,,83241,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,smart contract tutoring,3.87,153,27692806,20410705,7282101,YES,,FUNDED,,,,,,73241,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Qinesis: QiGong & mindfulness Dapp,3.87,115,20972038,16295550,4676488,YES,,FUNDED,,,,,,63441,9800,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Mobile App: NFT/Token Gallery,3.75,110,20955040,16432174,4522866,YES,,FUNDED,,,,,,56441,7000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Seed Liquidity Pools for NFT DeFi,3.78,110,20794674,16516091,4278583,YES,,FUNDED,,,,,,46442,9999,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,The Tipchecker,3.11,106,20231918,19040444,1191474,NO,,NOT FUNDED,Approval Threshold,,,,,46442,3000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Wall of Gum - A Novel Virtual Place,3.42,93,17924295,18535453,-611158,NO,,NOT FUNDED,Approval Threshold,,,,,46442,9750,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Indigo NFT for Sustainable Fashion,1.44,96,14579320,15194530,-615210,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Receipt Wallet,2.33,98,18232278,20535998,-2303720,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Cardano Discord Integration,1.67,108,17460265,20081098,-2620833,NO,,NOT FUNDED,Approval Threshold,,,,,46442,5000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Trust Funds by Ada,2.67,92,15393595,20882981,-5489386,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Native Collections (CNFT Pinterest),1.27,99,16914849,22707188,-5792339,NO,,NOT FUNDED,Approval Threshold,,,,,46442,7500,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,QR Code NFT Distribution Tool,1.67,99,15614848,22564062,-6949214,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,ODEURADA,1.89,92,14450385,22022002,-7571617,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Decentralised Dating Application,2.1,106,15700351,23609500,-7909149,NO,,NOT FUNDED,Approval Threshold,,,,,46442,10000,,,,,,,,
Fund7,MiniLow-Budget Dapps & Integrat,Flat Rules Based Abstracted P2P Net,1.05,124,15469881,25839643,-10369762,NO,,NOT FUNDED,Approval Threshold,,,,,46442,100000,,,,,,,,
Fund7,Miscellaneous Challenge,The Cardano Carbon Footprint,5,448,110392950,6341007,104051943,YES,,FUNDED,,,,,,172000,28000,,,,,,,,
Fund7,Miscellaneous Challenge,GameChanger: Ledger HW support,5,395,104219796,4769078,99450718,YES,,FUNDED,,,,,,167020,4980,,,,,,,,
Fund7,Miscellaneous Challenge,Milkomeda ADA Audit,3.44,276,112760382,13980804,98779578,YES,,FUNDED,,,,,,127020,40000,,,,,,,,
Fund7,Miscellaneous Challenge,Loxe Inc. Plutus Internship Program,4.75,256,100720510,3756785,96963725,YES,,FUNDED,,,,,,118020,9000,,,,,,,,
Fund7,Miscellaneous Challenge,Onboard Manufacturing Industry !,4.78,235,94830899,4985710,89845189,YES,,FUNDED,,,,,,110520,7500,,,,,,,,
Fund7,Miscellaneous Challenge,Industry Presentation Kit,4.67,202,82267782,3611305,78656477,YES,,FUNDED,,,,,,103020,7500,,,,,,,,
Fund7,Miscellaneous Challenge,University/College Outreach,4.11,134,79823487,5580265,74243222,YES,,FUNDED,,,,,,98120,4900,,,,,,,,
Fund7,Miscellaneous Challenge,Create Teaming Agreement Templates,4.58,172,77883981,4012871,73871110,YES,,FUNDED,,,,,,91120,7000,,,,,,,,
Fund7,Miscellaneous Challenge,CC Admin Team Scope Expansion,4.53,179,71195689,3205952,67989737,YES,,FUNDED,,,,,,76120,15000,,,,,,,,
Fund7,Miscellaneous Challenge,Catalyst Circle Mentorship,4.83,250,72145436,4789758,67355678,YES,,FUNDED,,,,,,66120,10000,,,,,,,,
Fund7,Miscellaneous Challenge,Catalyst Circle Treasury Management,4.27,142,70138850,3679374,66459476,YES,,FUNDED,,,,,,54720,11400,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano Ambassadors Catalyst Guild,4.33,144,70839788,5384707,65455081,YES,,FUNDED,,,,,,44720,10000,,,,,,,,
Fund7,Miscellaneous Challenge,SustainableADA Goals Token Research,4.67,168,69544577,6581748,62962829,YES,,FUNDED,,,,,,38720,6000,,,,,,,,
Fund7,Miscellaneous Challenge,CCv3: Sustaining the Circle,4.58,186,63024634,1406005,61618629,YES,,FUNDED,,,,,,32720,6000,,,,,,,,
Fund7,Miscellaneous Challenge,Showcase Film Industry Use-Case,4.19,143,66957210,7262565,59694645,YES,,NOT FUNDED,Over Budget,,,,,32720,49400,,,,,,,,
Fund7,Miscellaneous Challenge,Catalyst Swarm Operations,4.67,209,61219224,4424347,56794877,YES,,FUNDED,,,,,,24720,8000,,,,,,,,
Fund7,Miscellaneous Challenge,Project Evaluation Website,4.96,333,64936281,13114992,51821289,YES,,FUNDED,,,,,,7845,16875,,,,,,,,
Fund7,Miscellaneous Challenge,Ekphrasis Gitbook,4.89,197,59069592,11048959,48020633,YES,,FUNDED,,,,,,3495,4350,,,,,,,,
Fund7,Miscellaneous Challenge,Carbon Footprint Ledger,5,423,66550243,23302303,43247940,YES,,NOT FUNDED,Over Budget,,,,,3495,14000,,,,,,,,
Fund7,Miscellaneous Challenge,DLT Governance Classification,5,268,67852238,24674389,43177849,YES,,NOT FUNDED,Over Budget,,,,,3495,10000,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano Film Studios,3.33,107,49156066,10958223,38197843,YES,,NOT FUNDED,Over Budget,,,,,3495,37500,,,,,,,,
Fund7,Miscellaneous Challenge,Win-Win Web Dev Internship Program,4,127,42589891,19685824,22904067,YES,,NOT FUNDED,Over Budget,,,,,3495,9000,,,,,,,,
Fund7,Miscellaneous Challenge,Outreach Campaign,4.44,145,41291732,20098053,21193679,YES,,NOT FUNDED,Over Budget,,,,,3495,19200,,,,,,,,
Fund7,Miscellaneous Challenge,RAZ Finance: Decentralized Impact,3.89,99,38612134,18834945,19777189,YES,,NOT FUNDED,Over Budget,,,,,3495,30000,,,,,,,,
Fund7,Miscellaneous Challenge,ADA Holder Engagement Survey - AIM,4.17,131,38118072,23054346,15063726,YES,,NOT FUNDED,Over Budget,,,,,3495,50000,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano enabled sustainable food,4.11,120,36870030,21848788,15021242,YES,,NOT FUNDED,Over Budget,,,,,3495,40000,,,,,,,,
Fund7,Miscellaneous Challenge,NANO Frames - Digital CNFT Frames,4.08,110,34202711,20578881,13623830,YES,,NOT FUNDED,Over Budget,,,,,3495,40000,,,,,,,,
Fund7,Miscellaneous Challenge,Candy Pop-Up Campaign,3.83,93,26597490,15239546,11357944,YES,,NOT FUNDED,Over Budget,,,,,3495,15000,,,,,,,,
Fund7,Miscellaneous Challenge,ADAGLASS Data Intelligence Platform,3.78,93,27701499,18772501,8928998,YES,,NOT FUNDED,Over Budget,,,,,3495,28525,,,,,,,,
Fund7,Miscellaneous Challenge,DLT Classification offside the hype,4.44,119,32135320,25354978,6780342,YES,,NOT FUNDED,Over Budget,,,,,3495,10000,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano Cube - Ecosystem Overview,3.83,120,24571539,18458048,6113491,YES,,NOT FUNDED,Over Budget,,,,,3495,45000,,,,,,,,
Fund7,Miscellaneous Challenge,GameChanger: Most required features,3.89,112,22259689,17230926,5028763,YES,,NOT FUNDED,Over Budget,,,,,3495,9000,,,,,,,,
Fund7,Miscellaneous Challenge,Technical Resource Pool,3.6,87,19825500,16127770,3697730,NO,,NOT FUNDED,Approval Threshold,,,,,3495,12000,,,,,,,,
Fund7,Miscellaneous Challenge,Cryptocurrency Exchange for Africa,3.75,111,20360699,18731587,1629112,NO,,NOT FUNDED,Approval Threshold,,,,,3495,55000,,,,,,,,
Fund7,Miscellaneous Challenge,Researching CNFTs at Uni of Oxford,3.92,130,23687739,24749288,-1061549,NO,,NOT FUNDED,Approval Threshold,,,,,3495,17000,,,,,,,,
Fund7,Miscellaneous Challenge,SOLID - IDO (Solidarity platform),3.78,81,17299352,18801623,-1502271,NO,,NOT FUNDED,Approval Threshold,,,,,3495,30000,,,,,,,,
Fund7,Miscellaneous Challenge,blockchain based Dating App,3.17,96,20248974,22201814,-1952840,NO,,NOT FUNDED,Approval Threshold,,,,,3495,19000,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano Caravan for Advisors,2.97,97,18313057,20720796,-2407739,NO,,NOT FUNDED,Approval Threshold,,,,,3495,2000,,,,,,,,
Fund7,Miscellaneous Challenge,NFTs for a better world,3.67,87,17273539,19769877,-2496338,NO,,NOT FUNDED,Approval Threshold,,,,,3495,40000,,,,,,,,
Fund7,Miscellaneous Challenge,Near Field Query tap authentication,3.67,92,19382082,22003117,-2621035,NO,,NOT FUNDED,Approval Threshold,,,,,3495,35000,,,,,,,,
Fund7,Miscellaneous Challenge,Feature Film 👉Onboarding Hollywood,3.56,111,26996002,29699924,-2703922,NO,,NOT FUNDED,Approval Threshold,,,,,3495,60000,,,,,,,,
Fund7,Miscellaneous Challenge,WILD NFT,3.58,85,16355369,19596400,-3241031,NO,,NOT FUNDED,Approval Threshold,,,,,3495,58000,,,,,,,,
Fund7,Miscellaneous Challenge,Incrypture- Structured-FI Education,2.92,86,17023224,21024161,-4000937,NO,,NOT FUNDED,Approval Threshold,,,,,3495,15000,,,,,,,,
Fund7,Miscellaneous Challenge,Cardano NFT Search Engine,2.5,96,18132182,23027785,-4895603,NO,,NOT FUNDED,Approval Threshold,,,,,3495,30000,,,,,,,,
Fund7,Miscellaneous Challenge,Native Tokenomics Template,1.33,85,16975383,21960801,-4985418,NO,,NOT FUNDED,Approval Threshold,,,,,3495,10000,,,,,,,,
Fund7,Miscellaneous Challenge,NFT Floor-Update,2.2,87,17317311,22718091,-5400780,NO,,NOT FUNDED,Approval Threshold,,,,,3495,35000,,,,,,,,
Fund7,Miscellaneous Challenge,ADA Token to Combat Homelessness,3.47,94,16815229,22314785,-5499556,NO,,NOT FUNDED,Approval Threshold,,,,,3495,40000,,,,,,,,
Fund7,Miscellaneous Challenge,AI in geological analysis,1.2,95,16938466,22524386,-5585920,NO,,NOT FUNDED,Approval Threshold,,,,,3495,8000,,,,,,,,
Fund7,Miscellaneous Challenge,Research DAO,3.78,126,21536729,27534651,-5997922,NO,,NOT FUNDED,Approval Threshold,,,,,3495,100000,,,,,,,,
