Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,Kaizen Crypto | Cardano Calendar Mobile App For iOS & Android,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/kaizen-crypto-or-cardano-calendar-mobile-app-for-ios-and-android,3.32,382,94059338,31695906,0,94059338,YES,250000,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,112284,https://app.ideascaleapp.eu/t/UCNZfKt,52,38,36,73.08%,94.74%,3.41,3.46,3.1
Fund11,Kaizen Crypto | Cardano Calendar Web 3 Integrations & Feature Development,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/kaizen-crypto-or-cardano-calendar-web-3-integrations-and-feature-development,3.77,355,93864813,42999933,0,93864813,YES,150000,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,112251,https://app.ideascaleapp.eu/t/UCNZfKL,54,38,35,70.37%,92.11%,3.91,3.8,3.61
Fund11,Kaizen Crypto | Cardano Dubai Hub - Ecosystem Onboarding and Education,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/kaizen-crypto-or-cardano-dubai-hub-ecosystem-onboarding-and-education,3.75,404,153319353,31744068,0,153319353,YES,200000,FUNDED,9562000,,Cardano Open Ecosystem,ADA,110502,https://app.ideascaleapp.eu/t/UCNZerg,61,41,30,67.21%,73.17%,4.04,3.66,3.54
Fund11,Kaizen Crypto | Custom Cardano NFT Jewelry - Verifiable Ownership Of Real World Assets,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/kaizen-crypto-or-custom-cardano-nft-jewelry-verifiable-ownership-of-real-world-assets,3.16,420,94573177,25620345,0,94573177,YES,100000,FUNDED,5785645,,Cardano Use Cases Concept,ADA,112707,https://app.ideascaleapp.eu/t/UCNZfRp,51,40,38,78.43%,95.00%,3.32,3.41,2.75
Fund11,Kakuma Studios - Cardano + Music Powered Impact Hub in Kenya with Onboarding Community Potential of 250k+,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/kakuma-studios-cardano-music-powered-impact-hub-in-kenya-with-onboarding-community-potential-of-250k,3.45,253,25242028,25073317,0,25242028,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112498,https://app.ideascaleapp.eu/t/UCNZfOO,56,36,35,64.29%,97.22%,3.4,3.58,3.37
Fund11,Karbon Ledger: Bridging the Gap to Carbon Neutrality,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/karbon-ledger-bridging-the-gap-to-carbon-neutrality,3.93,288,24791494,40569916,0,24791494,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,111148,https://app.ideascaleapp.eu/t/UCNZe2G,45,34,32,75.56%,94.12%,4.13,4.03,3.63
Fund11,Karbonity: Making Carbon Compensation a Reality for Everyone,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/karbonity-making-carbon-compensation-a-reality-for-everyone,3.64,278,26195206,26224135,0,26195206,NO,139200,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,111829,https://app.ideascaleapp.eu/t/UCNZfDQ,49,39,37,79.59%,94.87%,3.76,3.65,3.5
Fund11,KERI-based Authentication and Authorization Browser Extension by BLOCKTRUST,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/keri-based-authentication-and-authorization-browser-extension-by-blocktrust,4.17,360,69535340,15582166,0,69535340,YES,100000,FUNDED,4356954,,Cardano Use Cases Concept,ADA,113328,https://app.ideascaleapp.eu/t/UCNZfc0,65,43,31,66.15%,72.09%,4.39,4.15,3.97
Fund11,Knowledge Ledger: Revolutionizing Learning & Development on Cardano,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/knowledge-ledger-revolutionizing-learning-and-development-on-cardano,4.23,292,32534405,26850770,0,32534405,NO,210000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112625,https://app.ideascaleapp.eu/t/UCNZfQT,50,36,35,72.00%,97.22%,4.2,4.29,4.2
Fund11,"Konma Xperience: A Community-Driven Blockchain Hub for Food, Art, and Lifestyle Innovation",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/konma-xperience-a-community-driven-blockchain-hub-for-food-art-and-lifestyle-innovation,3.02,198,15382766,20848036,0,15382766,NO,120000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112635,https://app.ideascaleapp.eu/t/UCNZfQe,56,43,42,76.79%,97.67%,3.17,3.1,2.79
Fund11,KuberIDE: Support for Aiken,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/kuberide-support-for-aiken,3.67,313,41227944,16311906,0,41227944,NO,130000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,114193,https://app.ideascaleapp.eu/t/UCNZfrB,59,47,44,79.66%,93.62%,3.99,3.64,3.38
Fund11,"KWARXS - ""Fracturizing: Revolutionize, Evolve""",Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/kwarxs-fracturizing-revolutionize-evolve-28ca0,4.23,335,52062640,28682199,0,52062640,YES,299000,NOT FUNDED,31676,Over Budget,Cardano Use Cases Solution,ADA,112886,https://app.ideascaleapp.eu/t/UCNZfUl,44,28,28,63.64%,100.00%,4.57,4.25,3.86
Fund11,LandholdingsADA 🌏Innovative RealFi on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/landholdingsada-innovative-realfi-on-cardano,3.03,334,36042838,23530816,0,36042838,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113669,https://app.ideascaleapp.eu/t/UCNZfib,47,36,32,76.60%,88.89%,3.4,2.83,2.85
Fund11,Larissa.Health - KYC to protect users from fraud,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/larissahealth-kyc-to-protect-users-from-fraud,3.05,322,34273435,23749896,0,34273435,NO,21000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113887,https://app.ideascaleapp.eu/t/UCNZfmA,51,35,34,68.63%,97.14%,3.08,3.2,2.86
Fund11,Latam Cardano Community Operations,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/latam-cardano-community-operations-ce990,4.21,352,60412718,12126767,0,60412718,YES,93105,FUNDED,4773761,,Cardano Open Ecosystem,ADA,113805,https://app.ideascaleapp.eu/t/UCNZfkp,64,48,34,75.00%,70.83%,4.25,4.39,4
Fund11,LATAM: The Land of the Builders,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/latam-the-land-of-the-builders,4.31,316,58707940,7225562,0,58707940,YES,89700,FUNDED,4638934,,Cardano Open Ecosystem,ADA,113790,https://app.ideascaleapp.eu/t/UCNZfka,76,59,39,77.63%,66.10%,4.4,4.26,4.28
Fund11,"Latin America Onboarding, Education, and Social Media",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/latin-america-onboarding-education-and-social-media,4.08,290,47946675,6723582,0,47946675,YES,31475,FUNDED,2202302,,Cardano Open Ecosystem,ADA,111887,https://app.ideascaleapp.eu/t/UCNZfEN,50,34,33,68.00%,97.06%,4.39,3.73,4.13
Fund11,"""Launching DRMZ Academy: Next-Gen Gamified Learning on Worked.Dev""",Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/launching-drmz-academy-next-gen-gamified-learning-on-workeddev,3.79,255,21601444,21184005,0,21601444,NO,145000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,114583,https://app.ideascaleapp.eu/t/UCNZfxa,68,55,36,80.88%,65.45%,3.92,3.79,3.66
Fund11,Launching Landano on Cardano Mainnet,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/launching-landano-on-cardano-mainnet,4.14,346,40962194,27736648,0,40962194,NO,279000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113641,https://app.ideascaleapp.eu/t/UCNZfh8,55,41,33,74.55%,80.49%,4.34,4.1,3.98
Fund11,Leadership Academy Book Club (Season 3),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/leadership-academy-book-club-season-3,3.8,198,19768885,15173056,0,19768885,NO,24000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113920,https://app.ideascaleapp.eu/t/UCNZfmi,48,32,31,66.67%,96.88%,4.05,3.79,3.56
Fund11,Learn Cardano: Drive DeFi Growth with Courses in English & Japanese,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/learn-cardano-drive-defi-growth-with-courses-in-english-and-japanese,4.01,298,38016449,21257398,0,38016449,NO,160000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112111,https://app.ideascaleapp.eu/t/UCNZfH3,54,42,40,77.78%,95.24%,4.16,4.08,3.8
Fund11,Learn to earn on the Cardano ecosystem,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/learn-to-earn-on-the-cardano-ecosystem,4.01,258,28872717,16669681,0,28872717,NO,105789,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113893,https://app.ideascaleapp.eu/t/UCNZfmG,58,38,32,65.52%,84.21%,4.09,4.2,3.75
Fund11,Legal toolkit for Cardano ecosystem: Set of standard DAO governance documents,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/legal-toolkit-for-cardano-ecosystem-set-of-standard-dao-governance-documents,3.68,204,34914575,9148545,0,34914575,NO,85056,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113396,https://app.ideascaleapp.eu/t/UCNZfd7,37,28,27,75.68%,96.43%,4.03,3.5,3.5
Fund11,Legal toolkit for Cardano ecosystem: Set of standard well-balanced contracts,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/legal-toolkit-for-cardano-ecosystem-set-of-standard-well-balanced-contracts,3.84,215,41129876,7662829,0,41129876,NO,62771,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113372,https://app.ideascaleapp.eu/t/UCNZfdj,57,45,44,78.95%,97.78%,4.04,3.78,3.69
Fund11,Legendary Humanity : Platform for reserving on physical fashion collections to the future,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/legendary-humanitya-platform-for-reserving-on-physical-fashion-collections-to-the-future,3.91,345,119646057,43651004,0,119646057,YES,298000,FUNDED,649529,,Cardano Use Cases Solution,ADA,114179,https://app.ideascaleapp.eu/t/UCNZfqx,59,48,46,81.36%,95.83%,4.12,3.92,3.69
Fund11,LENDEX Cardano <-> EVM Token Lending Protocol,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/lendex-cardano-less-greater-evm-token-lending-protocol,3.97,356,129992838,16262830,0,129992838,YES,100000,FUNDED,6277145,,Cardano Use Cases Concept,ADA,113614,https://app.ideascaleapp.eu/t/UCNZfhh,46,32,32,69.57%,100.00%,4.13,3.88,3.91
Fund11,Let's Exhibit Cardano at the Largest Blockchain Expos Trade Shows in LATAM (BR),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/lets-exhibit-cardano-at-the-largest-blockchain-expos-trade-shows-in-latam-br,4.01,326,57169926,14218844,0,57169926,YES,198789,FUNDED,4168720,,Cardano Open Ecosystem,ADA,111631,https://app.ideascaleapp.eu/t/UCNZfAB,52,33,29,63.46%,87.88%,4.26,4.16,3.61
Fund11,Liquidity 4 Virtual Assets (L4VA ) Protocol: Instantly Sell NFTs for the Floor Price in $L4VA,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/liquidity-4-virtual-assets-l4va-protocol-instantly-sell-nfts-for-the-floor-price-in-dollarl4va,3.8,315,34662856,17623047,0,34662856,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114133,https://app.ideascaleapp.eu/t/UCNZfqC,50,33,32,66.00%,96.97%,4.05,3.78,3.58
Fund11,Live-Coding Haskell (Cardano's Smart Contract Programming Language)- Bring Thousand of Developers to Cardano Ecosystem with 30 Live-Coding Sessions,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/live-coding-haskell-cardanos-smart-contract-programming-language-bring-thousand-of-developers-to-cardano-ecosystem-with-30-live-coding-sessions-07ec2,4.09,308,86081673,4725383,0,86081673,YES,60000,FUNDED,6804908,,Cardano Open Ecosystem,ADA,112982,https://app.ideascaleapp.eu/t/UCNZfWK,52,41,37,78.85%,90.24%,4.08,4.27,3.91
Fund11,"Lovelace Academy - Free video course ""Plutus Experience"" - Transcription and subtitling to Portuguese",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/lovelace-academy-free-video-course-plutus-experience-transcription-and-subtitling-to-portuguese,3.94,265,47818421,6351409,0,47818421,YES,22627,FUNDED,2179675,,Cardano Open Ecosystem,ADA,113590,https://app.ideascaleapp.eu/t/UCNZfhI,50,32,30,64.00%,93.75%,3.93,3.93,3.95
Fund11,Lovelace Academy: Learn Platform,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/lovelace-academy-learn-platform,3.21,402,31941448,25100447,0,31941448,NO,420000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,113650,https://app.ideascaleapp.eu/t/UCNZfiH,52,37,33,71.15%,89.19%,3.46,3.22,2.95
Fund11,Lovelace Academy: Plutus Experience 2.0,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/lovelace-academy-plutus-experience-20,3.33,358,53008773,12797134,0,53008773,YES,200000,NOT FUNDED,81253,Over Budget,Cardano Open Developers,ADA,113605,https://app.ideascaleapp.eu/t/UCNZfhX,55,36,30,65.45%,83.33%,3.51,3.5,2.98
Fund11,"Mafoc Chain Indexer with integrated Ouroboros networking (""integrated cardano-node"")",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/mafoc-chain-indexer-with-integrated-ouroboros-networking-integrated-cardano-node,3.56,253,27331367,19780696,0,27331367,NO,150000,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,111683,https://app.ideascaleapp.eu/t/UCNZfA2,54,41,37,75.93%,90.24%,4.16,3.29,3.23
Fund11,Make Cardano Projects Popular Than Ever with Storytelling Videos,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/make-cardano-projects-popular-than-ever-with-storytelling-videos,4.01,239,29083040,9847113,0,29083040,NO,72075,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111897,https://app.ideascaleapp.eu/t/UCNZfEX,55,36,35,65.45%,97.22%,4.09,3.91,4.02
Fund11,"Make Farming Secure, Profitable & Cooler Again: aka: OCFUG; Other Comestibles For Uplifting Gourmands",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/make-farming-secure-profitable-and-cooler-again-aka-ocfug-other-comestibles-for-uplifting-gourmands,3.21,305,32981619,16707093,0,32981619,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113392,https://app.ideascaleapp.eu/t/UCNZfd3,61,44,43,72.13%,97.73%,3.34,3.3,2.99
Fund11,Make Waste not Wasted! impact2earn NFT Marketplace for Carbon Credits and Rewards $/Web2/3.,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/make-waste-not-wasted-impact2earn-nft-marketplace-for-carbon-credits-and-rewards-dollarweb23,3.79,245,23029377,29689359,0,23029377,NO,155000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114111,https://app.ideascaleapp.eu/t/UCNZfpq,52,39,37,75.00%,94.87%,4.24,3.58,3.54
Fund11,Mandarin Newsletters Center for Cardano Enthusiasts,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/mandarin-newsletters-center-for-cardano-enthusiasts,3.5,245,39748117,13836244,0,39748117,NO,80000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114440,https://app.ideascaleapp.eu/t/UCNZfvE,70,49,43,70.00%,87.76%,3.77,3.48,3.24
Fund11,Mapping RealFi DID requirements to Cardano-based solutions,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/mapping-realfi-did-requirements-to-cardano-based-solutions,3.68,321,36147994,11780946,0,36147994,NO,94900,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113510,https://app.ideascaleapp.eu/t/UCNZffz,44,26,26,59.09%,100.00%,3.69,3.88,3.46
Fund11,Margin Pool: Enhanced Liquidity for Margin Trading on SundaeSwap,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/margin-pool-enhanced-liquidity-for-margin-trading-on-sundaeswap,3.5,394,153961000,33562041,0,153961000,YES,300000,FUNDED,3244930,,Cardano Use Cases Solution,ADA,113762,https://app.ideascaleapp.eu/t/UCNZfj7,50,39,38,78.00%,97.44%,3.86,3.52,3.11
Fund11,Marketing & Social Media - Brazil | Bitcoin Block - Blockchain News Station,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/marketing-and-social-media-brazil-or-bitcoin-block-blockchain-news-station,3.2,234,29877419,23371512,0,29877419,NO,16000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113293,https://app.ideascaleapp.eu/t/UCNZfcQ,49,39,37,79.59%,94.87%,3.5,3.12,2.99
Fund11,Marlowe Enhanced: Tailored Contracts with Intuitive Design,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/marlowe-enhanced-tailored-contracts-with-intuitive-design,4.31,512,144764986,11542385,0,144764986,YES,84750,FUNDED,6517145,,Cardano Use Cases Concept,ADA,112069,https://app.ideascaleapp.eu/t/UCNZfHM,73,49,27,67.12%,55.10%,4.41,4.26,4.26
Fund11,MarloweHub: Unifying Platform for Marlowe Smart Contracts - Phase 1 - Smart Contracts,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/marlowehub-unifying-platform-for-marlowe-smart-contracts-phase-1-smart-contracts,3.8,548,164146838,13376522,0,164146838,YES,100000,FUNDED,6701895,,Cardano Use Cases Concept,ADA,111693,https://app.ideascaleapp.eu/t/UCNZfBC,46,33,31,71.74%,93.94%,3.95,3.69,3.76
Fund11,Masked NFT : Research on privacy data management by NFT,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/masked-nftresearch-on-privacy-data-management-by-nft-11d94,3.26,285,23464763,23839473,0,23464763,NO,92000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112944,https://app.ideascaleapp.eu/t/UCNZfVi,47,32,32,68.09%,100.00%,3.63,3.22,2.94
Fund11,Mastering Open Enterprise Agent (Atala PRISM): A Developer Handbook for Decentralized Identity Solutions,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/mastering-open-enterprise-agent-atala-prism-a-developer-handbook-for-decentralized-identity-solutions,3.72,268,47010401,17016884,0,47010401,YES,200000,FUNDED,1702775,,Cardano Open Ecosystem,ADA,113169,https://app.ideascaleapp.eu/t/UCNZfaO,50,36,35,72.00%,97.22%,4.13,3.6,3.43
Fund11,Maya Protocol - Supercharge Cardano with decentralized native cross-chain swaps,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/maya-protocol-supercharge-cardano-with-decentralized-native-cross-chain-swaps,3.96,687,251175163,21935272,0,251175163,YES,180000,FUNDED,10742800,,Cardano Open Developers,ADA,112526,https://app.ideascaleapp.eu/t/UCNZfOr,58,34,32,58.62%,94.12%,4.25,3.88,3.75
